Datasets,Models,Metrics,Combination,Value,Rank
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE Example+Vulnerable Lines,0.23708206686930092,97
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE ID+CWE Name+CWE Example,0.23606889564336372,98
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.23606889564336372,98
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE ID+CWE Example,0.23505572441742653,100
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.23505572441742653,100
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,0.23404255319148937,102
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,0.23404255319148937,102
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE ID+CWE Example,0.23302938196555217,104
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE Description+CWE Example+Vulnerable Lines,0.23302938196555217,104
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,0.232016210739615,106
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CWE Name+CWE Example,0.23100303951367782,107
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.23100303951367782,107
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE ID+CWE Example+Vulnerable Lines,0.22998986828774062,109
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE Name+CWE Example+Vulnerable Lines,0.22998986828774062,109
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE Name+CWE Example+Vulnerable Lines,0.22998986828774062,109
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE Example+Vulnerable Lines,0.22897669706180346,112
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE Description+CWE Example+Vulnerable Lines,0.22897669706180346,112
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.22897669706180346,112
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.22897669706180346,112
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE Example+Vulnerable Lines,0.22695035460992907,116
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE ID+CWE Name+CWE Description+CWE Example,0.22695035460992907,116
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE Name+CWE Description+CWE Example,0.2259371833839919,118
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE Description+CWE Example+Vulnerable Lines,0.2259371833839919,118
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CWE ID+CWE Example,0.22492401215805471,120
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE ID+CWE Example+Vulnerable Lines,0.22492401215805471,120
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.22492401215805471,120
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CWE Description+CWE Example+Vulnerable Lines,0.22391084093211752,123
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CWE Description+CWE Example,0.22289766970618036,124
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.22087132725430597,125
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.22087132725430597,125
bigvul,gpt-3.5-turbo,LLM Evaluation,CWE Name+CWE Description+CWE Example+Vulnerable Lines,0.21681864235055726,127
bigvul,gpt-3.5-turbo,LLM Evaluation,CVE ID+CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,0.2137791286727457,128
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,18.389661731985385,1
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,19.06438254487296,2
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,19.162851181825914,3
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,19.360778347727077,4
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,19.52030017388984,5
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+Vulnerable Lines,19.67775262620587,6
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+Vulnerable Lines,20.05299438938195,7
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+CWE Description+CWE Example+Vulnerable Lines,20.496861380450625,8
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Example+Vulnerable Lines,20.611623693594904,9
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Description+Vulnerable Lines,21.108425378905594,10
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+Vulnerable Lines,21.20331532796378,11
bigvul,gpt-3.5-turbo,Time (sec),CWE Description+Vulnerable Lines,21.2075069175429,12
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+CWE Description+Vulnerable Lines,21.23191473559781,13
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Description+CWE Example+Vulnerable Lines,21.300380464711534,14
bigvul,gpt-3.5-turbo,Time (sec),Vulnerable Lines,21.697278483625947,15
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Example+Vulnerable Lines,21.805336457513356,16
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,21.942449080216175,17
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,21.95481186179447,18
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+CWE Description+Vulnerable Lines,22.08141497841738,19
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+CWE Example+Vulnerable Lines,22.187019654168093,20
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+Vulnerable Lines,22.212878074913224,21
bigvul,gpt-3.5-turbo,Time (sec),CWE Description+CWE Example+Vulnerable Lines,22.391053802433202,22
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Description+CWE Example+Vulnerable Lines,22.407955554308295,23
bigvul,gpt-3.5-turbo,Time (sec),CWE Example+Vulnerable Lines,22.492695461746813,24
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+CWE Description+CWE Example+Vulnerable Lines,22.528510326067984,25
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+CWE Example+Vulnerable Lines,22.62061069276561,26
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+Vulnerable Lines,22.626943965475032,27
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+CWE Description+Vulnerable Lines,22.642279989707916,28
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+CWE Description+Vulnerable Lines,22.6447781715154,29
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+CWE Description+CWE Example+Vulnerable Lines,22.736591773731124,30
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+CWE Example+Vulnerable Lines,22.765768852324427,31
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Description+Vulnerable Lines,23.085650769668124,32
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Description+Vulnerable Lines,23.098728189373194,33
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+Vulnerable Lines,23.180997157835506,34
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+Vulnerable Lines,23.341062736124265,35
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Description+CWE Example+Vulnerable Lines,23.3418858393659,36
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Description+CWE Example+Vulnerable Lines,23.343829682098725,37
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+Vulnerable Lines,23.440403109938643,38
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+Vulnerable Lines,23.589947316280035,39
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,23.70217877667194,40
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Description+Vulnerable Lines,23.769442803275005,41
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+Vulnerable Lines,23.89398365015949,42
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Example+Vulnerable Lines,23.95949950133601,43
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Description+CWE Example+Vulnerable Lines,24.067162521912177,44
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+Vulnerable Lines,24.17921391657255,45
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Description+CWE Example+Vulnerable Lines,24.252246440361606,46
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+CWE Description+Vulnerable Lines,24.59333715975009,47
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Description+Vulnerable Lines,24.669522241294963,48
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+CWE Example+Vulnerable Lines,24.833293783283942,49
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Description+Vulnerable Lines,24.85562776696251,50
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+CWE Example+Vulnerable Lines,24.916421732862798,51
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Example+Vulnerable Lines,25.040255570472002,52
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,25.04714827720036,53
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Description+Vulnerable Lines,25.08530258388554,54
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+Vulnerable Lines,25.118256462102412,55
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+Vulnerable Lines,25.337870541457658,56
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+CWE Description+Vulnerable Lines,25.443934063490136,57
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+CWE Example+Vulnerable Lines,25.54170608177926,58
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+Vulnerable Lines,26.008624236632198,59
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Example+Vulnerable Lines,26.300487240963722,60
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+CWE Example+Vulnerable Lines,26.521051719640603,61
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+Vulnerable Lines,26.690063725125842,62
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Example+Vulnerable Lines,26.755782383780694,63
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Example+Vulnerable Lines,27.572120442273608,64
bigvul,gpt-3.5-turbo,Time (sec),CWE Name,38.818931216411194,65
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name,38.86224349681925,66
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name,38.88932977735644,67
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID,39.58323932013931,68
bigvul,gpt-3.5-turbo,Time (sec),CWE Description+CWE Example,39.92429438045401,69
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,40.02004126402202,70
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+CWE Example,40.105105258481366,71
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name,40.49470234703588,72
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Description,40.77379266939927,73
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name,40.805805402651494,74
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Description+CWE Example,41.073444709871076,75
bigvul,gpt-3.5-turbo,Time (sec),None,41.209418392918174,76
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID,41.24746135597729,77
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name,41.292982559525875,78
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID,41.46894356785125,79
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Description,41.77272474481132,80
bigvul,gpt-3.5-turbo,Time (sec),CVE ID,41.83718485494482,81
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+CWE Description,41.96559759673864,82
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+CWE Description,42.065176649692255,83
bigvul,gpt-3.5-turbo,Time (sec),CWE Example,42.1611193743679,84
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Example,42.2662590315084,85
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+CWE Description+CWE Example,42.316303190393064,86
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Example,42.612565866920846,87
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Description,42.67887013500274,88
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Description,42.728983190931025,89
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+CWE Description+CWE Example,42.84928657234224,90
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+CWE Example,42.860565759153474,91
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Example,42.916066112088885,92
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Description,43.013484921101615,93
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+CWE Description,43.07278261388963,94
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+CWE Description,43.076000506230656,95
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+CWE Description+CWE Example,43.14279063927704,96
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+CWE Description+CWE Example,43.26086326244027,97
bigvul,gpt-3.5-turbo,Time (sec),CWE Description,43.26168877313189,98
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Name+CWE Example,43.35804065383321,99
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Description+CWE Example,43.48425941765268,100
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Name+CWE Description,43.50674694250791,101
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+CWE Example,43.59324511187965,102
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+CWE Description+CWE Example,43.64199446559659,103
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+CWE Description,43.667352900935406,104
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Example,43.711005731871595,105
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+CWE Description+CWE Example,43.75050592359572,106
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description,43.81302879827643,107
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Example,44.13317049236125,108
bigvul,gpt-3.5-turbo,Time (sec),CWE Name+CWE Description,44.15985464862854,109
bigvul,gpt-3.5-turbo,Time (sec),CVE Description,44.233674230229056,110
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Description+CWE Example,44.352685504280394,111
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Description+CWE Example,44.45621816794012,112
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Example,44.52195233441281,113
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Description,44.53946359429967,114
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name,44.54582927210102,115
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE Name+CWE Example,44.742612372253355,116
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name,44.748247371656845,117
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Description+CWE Example,45.45724056842711,118
bigvul,gpt-3.5-turbo,Time (sec),CWE ID+CWE Description,45.5150284731068,119
bigvul,gpt-3.5-turbo,Time (sec),CWE ID,45.59233469994568,120
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Description+CWE Example,45.620881509917375,121
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+CWE Description,45.738198226360105,122
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Description+CWE Example,46.189527471586494,123
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE Name+CWE Example,46.53218238283724,124
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE Example,47.192475929704266,125
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CWE ID+CWE Name+CWE Example,47.20784695702251,126
bigvul,gpt-3.5-turbo,Time (sec),CVE Description+CWE ID+CWE Name+CWE Example,47.976733370223144,127
bigvul,gpt-3.5-turbo,Time (sec),CVE ID+CVE Description+CWE ID+CWE Name+CWE Example,48.47111584426148,128
cvefixes,gpt-3.5-turbo,#Input Token,None,1416.0408035153798,1
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID,1424.0408035153798,2
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID,1428.0577526679222,3
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name,1428.4682988072818,4
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID,1436.0577526679222,5
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Name,1436.4682988072818,6
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Name,1440.4852479598242,7
cvefixes,gpt-3.5-turbo,#Input Token,CWE Description,1445.8286252354048,8
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Name,1448.4852479598242,9
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Description,1453.8286252354048,10
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Description,1457.8455743879472,11
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name+CWE Description,1458.256120527307,12
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Description,1465.8455743879472,13
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Name+CWE Description,1466.256120527307,14
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Name+CWE Description,1470.2730696798494,15
cvefixes,gpt-3.5-turbo,#Input Token,Vulnerable Lines,1477.585059635907,16
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Name+CWE Description,1478.2730696798494,17
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+Vulnerable Lines,1485.585059635907,18
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description,1485.6892655367233,19
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+Vulnerable Lines,1489.6020087884494,20
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name+Vulnerable Lines,1490.012554927809,21
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID,1493.6861268047708,22
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+Vulnerable Lines,1497.6020087884494,23
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description,1497.7062146892656,24
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Name+Vulnerable Lines,1498.012554927809,25
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Name,1498.113622096673,26
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Name+Vulnerable Lines,1502.0295040803514,27
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID,1505.7030759573133,28
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Name,1506.113622096673,29
cvefixes,gpt-3.5-turbo,#Input Token,CWE Description+Vulnerable Lines,1507.3728813559321,30
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Name+Vulnerable Lines,1510.0295040803514,31
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE Name,1510.1305712492153,32
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Description+Vulnerable Lines,1515.3728813559321,33
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Description,1515.473948524796,34
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+CWE Name,1518.1305712492153,35
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Description+Vulnerable Lines,1519.3898305084747,36
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name+CWE Description+Vulnerable Lines,1519.8003766478344,37
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Description,1523.473948524796,38
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Description+Vulnerable Lines,1527.3898305084747,39
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE Description,1527.4908976773384,40
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Name+CWE Description+Vulnerable Lines,1527.8003766478344,41
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Name+CWE Description,1527.901443816698,42
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Name+CWE Description+Vulnerable Lines,1531.8173258003767,43
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+CWE Description,1535.4908976773384,44
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Name+CWE Description,1535.901443816698,45
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Name+CWE Description+Vulnerable Lines,1539.8173258003767,46
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE Name+CWE Description,1539.9183929692404,47
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+Vulnerable Lines,1547.2303829252983,48
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description,1547.9183929692404,49
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+Vulnerable Lines,1555.2303829252983,50
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+Vulnerable Lines,1559.2473320778406,51
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Name+Vulnerable Lines,1559.6578782172003,52
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+Vulnerable Lines,1567.2473320778406,53
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Name+Vulnerable Lines,1567.6578782172003,54
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE Name+Vulnerable Lines,1571.6748273697426,55
cvefixes,gpt-3.5-turbo,#Input Token,CWE Example,1571.947897049592,56
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Description+Vulnerable Lines,1577.0182046453233,57
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+CWE Name+Vulnerable Lines,1579.6748273697426,58
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Example,1579.947897049592,59
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Example,1583.9648462021344,60
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name+CWE Example,1584.375392341494,61
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Description+Vulnerable Lines,1585.0182046453233,62
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE Description+Vulnerable Lines,1589.0351537978656,63
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Name+CWE Description+Vulnerable Lines,1589.4456999372253,64
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Example,1591.9648462021344,65
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Name+CWE Example,1592.375392341494,66
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Name+CWE Example,1596.3923414940364,67
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+CWE Description+Vulnerable Lines,1597.0351537978656,68
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,1597.4456999372253,69
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE Name+CWE Description+Vulnerable Lines,1601.4626490897676,70
cvefixes,gpt-3.5-turbo,#Input Token,CWE Description+CWE Example,1601.735718769617,71
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Name+CWE Example,1604.3923414940364,72
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CVE Description+CWE ID+CWE Name+CWE Description+Vulnerable Lines,1609.4626490897676,73
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Description+CWE Example,1609.735718769617,74
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Description+CWE Example,1613.7526679221594,75
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name+CWE Description+CWE Example,1614.163214061519,76
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Description+CWE Example,1621.7526679221594,77
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Name+CWE Description+CWE Example,1622.163214061519,78
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Name+CWE Description+CWE Example,1626.1801632140616,79
cvefixes,gpt-3.5-turbo,#Input Token,CWE Example+Vulnerable Lines,1633.39736346516,80
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE ID+CWE Name+CWE Description+CWE Example,1634.1801632140616,81
cvefixes,gpt-3.5-turbo,#Input Token,CWE ID+CWE Example+Vulnerable Lines,1641.39736346516,82
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE Example,1641.593220338983,83
cvefixes,gpt-3.5-turbo,#Input Token,CVE ID+CWE Example+Vulnerable Lines,1645.4143126177025,84
cvefixes,gpt-3.5-turbo,#Input Token,CWE Name+CWE Example+Vulnerable Lines,1645.8248587570622,85
cvefixes,gpt-3.5-turbo,#Input Token,CVE Description+CWE ID+CWE Example,1649.593220338983,86
